# Graph with 70 nodes and 508 edges
# Generated with fast_gnp_random_graph(70, 0.2)
# Generated on 2024-03-13 04:15:21.012604
colors = 9
0,2
0,8
0,20
0,23
0,25
0,26
0,29
0,38
0,44
0,45
0,48
0,56
0,58
0,64
0,65
0,68
1,13
1,20
1,23
1,27
1,32
1,36
1,39
1,40
1,45
1,46
1,48
1,52
1,62
1,64
1,68
2,5
2,11
2,18
2,21
2,35
2,36
2,39
2,42
2,43
2,47
2,49
2,58
3,6
3,7
3,9
3,12
3,15
3,22
3,25
3,26
3,31
3,33
3,46
3,50
3,60
3,61
3,65
3,68
3,69
4,9
4,15
4,35
4,38
4,43
4,47
4,49
4,55
4,56
4,59
4,65
4,66
5,6
5,9
5,13
5,27
5,34
5,41
5,43
5,49
5,51
5,59
5,63
6,7
6,10
6,11
6,20
6,22
6,32
6,33
6,40
6,51
6,54
6,60
7,8
7,12
7,13
7,19
7,20
7,23
7,25
7,33
7,35
7,36
7,42
7,55
7,57
7,64
8,11
8,12
8,16
8,19
8,24
8,30
8,31
8,32
8,34
8,38
8,42
8,47
8,48
8,52
8,53
8,55
8,57
8,60
8,66
8,69
9,19
9,22
9,30
9,34
9,37
9,39
9,44
9,46
9,49
9,51
9,57
9,58
10,11
10,15
10,16
10,17
10,21
10,25
10,28
10,29
10,32
10,33
10,35
10,40
10,42
10,49
10,54
10,58
10,59
10,62
11,14
11,20
11,35
11,39
11,41
11,48
11,51
11,56
11,57
11,59
12,18
12,22
12,23
12,24
12,25
12,38
12,39
12,44
12,51
12,56
12,64
12,65
13,19
13,34
13,36
13,44
13,50
13,51
13,54
13,57
13,63
13,67
14,17
14,32
14,47
14,50
14,51
14,56
14,58
14,61
14,68
15,19
15,31
15,37
15,46
15,48
15,50
15,69
16,21
16,24
16,32
16,33
16,36
16,45
16,46
16,48
16,53
16,60
16,63
17,19
17,21
17,22
17,28
17,31
17,37
17,47
17,53
18,26
18,30
18,32
18,34
18,37
18,41
18,45
18,47
18,51
18,55
18,56
18,63
18,68
19,24
19,29
19,35
19,36
19,39
19,40
19,46
19,52
19,54
19,60
19,65
19,66
19,68
20,21
20,31
20,41
20,48
20,49
20,52
20,53
20,69
21,26
21,38
21,51
21,55
21,59
21,68
22,26
22,34
22,40
22,47
22,49
22,54
22,57
23,26
23,31
23,35
23,38
23,46
23,48
23,51
23,52
23,53
23,62
23,66
24,28
24,36
24,37
24,38
24,41
24,43
24,51
24,56
24,61
24,64
24,69
25,28
25,30
25,34
25,37
25,42
25,45
25,52
25,54
25,55
25,56
25,62
25,64
26,27
26,29
26,42
26,46
26,53
26,55
26,61
27,36
27,39
27,43
27,51
27,54
27,61
27,64
27,66
28,32
28,35
28,41
28,46
28,51
28,59
28,65
28,67
29,41
29,47
29,49
29,53
29,55
29,68
30,34
30,38
30,50
30,62
30,69
31,36
31,45
31,46
31,48
31,51
31,53
31,56
31,63
31,69
32,41
32,44
32,62
32,63
32,64
32,65
32,66
33,35
33,43
33,49
33,52
33,53
33,59
33,62
33,64
34,35
34,37
34,42
34,47
34,65
34,68
34,69
35,40
35,42
35,50
35,57
35,62
35,64
35,65
35,68
36,38
36,42
36,47
36,57
36,64
36,67
36,69
37,41
37,45
37,51
37,56
37,58
37,64
38,39
38,43
38,56
38,60
38,64
38,66
38,67
39,43
39,53
39,54
39,57
39,64
39,66
39,67
39,68
40,44
40,50
40,59
41,43
41,45
41,47
41,53
41,54
41,58
41,67
42,44
42,45
42,52
42,55
42,58
42,59
42,62
42,65
43,53
44,45
44,51
44,52
44,67
44,69
45,55
45,59
45,61
46,48
46,52
46,54
46,55
46,57
46,58
46,62
46,65
46,66
46,68
47,50
47,52
47,59
47,62
47,66
48,51
48,54
48,62
48,65
48,67
48,69
49,51
49,58
49,61
49,62
49,66
50,52
50,54
50,55
50,56
50,57
50,58
50,61
50,65
50,67
50,69
51,53
51,56
51,57
51,60
51,65
51,66
51,67
52,58
52,59
52,67
53,59
53,63
53,69
54,55
54,62
54,68
55,66
55,69
56,59
56,60
56,64
56,65
57,64
57,66
58,64
58,65
58,67
59,65
59,66
60,61
60,63
60,67
61,62
61,64
61,66
62,64
63,67
65,66
