# Graph with 200 nodes and 5956 edges
# Generated with fast_gnp_random_graph(200, 0.3)
# Generated on 2024-03-13 04:27:25.476694
colors = 21
0,5
0,8
0,11
0,18
0,22
0,23
0,25
0,26
0,32
0,35
0,38
0,41
0,42
0,44
0,47
0,51
0,52
0,53
0,55
0,61
0,64
0,67
0,70
0,76
0,80
0,81
0,84
0,88
0,100
0,101
0,102
0,103
0,114
0,121
0,122
0,128
0,135
0,141
0,142
0,144
0,147
0,156
0,158
0,167
0,168
0,169
0,170
0,172
0,180
0,181
0,185
0,189
0,190
0,191
0,192
0,193
0,194
0,195
0,197
0,198
1,2
1,4
1,8
1,11
1,21
1,23
1,25
1,27
1,28
1,32
1,36
1,38
1,40
1,42
1,43
1,44
1,46
1,49
1,57
1,58
1,62
1,64
1,65
1,69
1,72
1,73
1,76
1,81
1,83
1,87
1,90
1,91
1,106
1,113
1,116
1,121
1,127
1,128
1,130
1,135
1,136
1,153
1,156
1,161
1,165
1,170
1,172
1,174
1,182
1,184
1,186
1,187
1,192
1,194
1,195
1,197
2,3
2,5
2,13
2,18
2,19
2,21
2,22
2,24
2,25
2,27
2,30
2,33
2,39
2,41
2,43
2,47
2,50
2,56
2,58
2,61
2,62
2,63
2,66
2,70
2,71
2,77
2,79
2,84
2,86
2,89
2,91
2,93
2,103
2,104
2,109
2,114
2,116
2,119
2,124
2,129
2,130
2,133
2,140
2,141
2,143
2,151
2,152
2,159
2,170
2,171
2,174
2,175
2,181
2,183
2,185
3,5
3,9
3,12
3,17
3,18
3,19
3,24
3,25
3,29
3,32
3,46
3,50
3,52
3,53
3,55
3,63
3,68
3,69
3,71
3,72
3,73
3,76
3,77
3,78
3,79
3,80
3,81
3,85
3,90
3,99
3,104
3,105
3,106
3,109
3,113
3,116
3,118
3,122
3,128
3,130
3,131
3,132
3,133
3,134
3,138
3,145
3,146
3,151
3,155
3,156
3,157
3,164
3,167
3,171
3,172
3,176
3,177
3,178
3,181
3,183
3,189
3,190
4,9
4,11
4,15
4,16
4,22
4,23
4,26
4,30
4,35
4,37
4,38
4,39
4,41
4,44
4,45
4,53
4,60
4,67
4,71
4,73
4,74
4,77
4,78
4,80
4,83
4,85
4,89
4,90
4,92
4,94
4,102
4,104
4,105
4,110
4,111
4,114
4,117
4,118
4,121
